"","Country.Name","Country.Code","Region","IncomeGroup","year","numberRefs","popn","gdp"
"1352","Kenya","KEN","Sub-Saharan Africa","Lower middle income","1995",234665,27373035,1605.60397530965
"1353","Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income","1995",13407,4560400,1236.81991154537
"1354","Cambodia","KHM","East Asia & Pacific","Low income","1995",15,10694459,801.064292056175
"1355","Kiribati","KIR","East Asia & Pacific","Lower middle income","1995",NA,77727,1027.65088844354
"1356","St. Kitts and Nevis","KNA","Latin America & Caribbean","High income: nonOECD","1995",NA,42888,12105.3134667438
"1357","Korea, Rep.","KOR","East Asia & Pacific","High income: OECD","1995",5,45092991,13371.9896745732
"1358","Kosovo","KSV","Europe & Central Asia","Lower middle income","1995",NA,2029000,NA
"1359","Kuwait","KWT","Middle East & North Africa","High income: nonOECD","1995",3306,1637031,58117.7658306024
"1360","Latin America & Caribbean (developing only)","LAC","","","1995",81508,405733941,6853.54826500468
"1361","Lao PDR","LAO","East Asia & Pacific","Lower middle income","1995",NA,4857774,1395.1437207762
"1362","Lebanon","LBN","Middle East & North Africa","Upper middle income","1995",348031,3033406,8934.29944680933
"1363","Liberia","LBR","Sub-Saharan Africa","Low income","1995",120080,2079921,NA
"1364","Libya","LBY","Middle East & North Africa","Upper middle income","1995",3973,4878202,NA
"1365","St. Lucia","LCA","Latin America & Caribbean","Upper middle income","1995",NA,147040,6482.1039446843
"1366","Latin America & Caribbean (all income levels)","LCN","","","1995",93858,486343677,7454.50916024525
"1367","Least developed countries: UN classification","LDC","","","1995",5227254,585189354,922.057524167392
"1368","Low income","LIC","","","1995",4177804,372371977,735.938013325386
"1369","Liechtenstein","LIE","Europe & Central Asia","High income: nonOECD","1995",NA,30833,NA
"1370","Sri Lanka","LKA","South Asia","Lower middle income","1995",16,18136000,3273.04638472312
"1371","Lower middle income","LMC","","","1995",5027492,2102273232,2105.18584156598
"1372","Low & middle income","LMY","","","1995",14150999,4459377579,2735.37389110345
"1373","Lesotho","LSO","Sub-Saharan Africa","Lower middle income","1995",NA,1753824,1068.72360219651
"1374","Lithuania","LTU","Europe & Central Asia","High income: nonOECD","1995",NA,3629102,6180.42800916404
"1375","Luxembourg","LUX","Europe & Central Asia","High income: OECD","1995",700,408625,41053.091853812
"1376","Latvia","LVA","Europe & Central Asia","High income: nonOECD","1995",NA,2485056,5960.2594575262
"1377","Macao SAR, China","MAC","East Asia & Pacific","High income: nonOECD","1995",8,398459,32419.6294754185
"1378","St. Martin (French part)","MAF","Latin America & Caribbean","High income: nonOECD","1995",NA,32712,NA
"1379","Morocco","MAR","Middle East & North Africa","Lower middle income","1995",55,27161889,2841.78394162779
"1380","Monaco","MCO","Europe & Central Asia","High income: nonOECD","1995",NA,30700,NA
"1381","Moldova","MDA","Europe & Central Asia","Lower middle income","1995",NA,3675099,1893.01706858121
"1382","Madagascar","MDG","Sub-Saharan Africa","Low income","1995",NA,13452526,1022.33846507351
"1383","Maldives","MDV","South Asia","Upper middle income","1995",NA,255000,NA
"1384","Middle East & North Africa (all income levels)","MEA","","","1995",5700322,284848005,8406.99817867058
"1385","Mexico","MEX","Latin America & Caribbean","Upper middle income","1995",38717,94426946,7978.61039543322
"1386","Marshall Islands","MHL","East Asia & Pacific","Upper middle income","1995",NA,51020,2659.25495123529
"1387","Middle income","MIC","","","1995",9973195,4087005602,2919.41106386831
"1388","Macedonia, FYR","MKD","Europe & Central Asia","Upper middle income","1995",9048,1953544,4829.10985161431
"1389","Mali","MLI","Sub-Saharan Africa","Low income","1995",17916,9640643,821.374693052669
"1390","Malta","MLT","Middle East & North Africa","High income: nonOECD","1995",416,370433,15388.1813558854
"1391","Myanmar","MMR","East Asia & Pacific","Lower middle income","1995",NA,44710931,NA
"1392","Middle East & North Africa (developing only)","MNA","","","1995",5683024,252835066,5591.50737753576
"1393","Montenegro","MNE","Europe & Central Asia","Upper middle income","1995",NA,611712,NA
"1394","Mongolia","MNG","East Asia & Pacific","Upper middle income","1995",NA,2298038,3094.18547972669
"1395","Northern Mariana Islands","MNP","East Asia & Pacific","High income: nonOECD","1995",NA,57518,NA
"1396","Mozambique","MOZ","Sub-Saharan Africa","Low income","1995",128,15913101,269.637567776883
"1397","Mauritania","MRT","Sub-Saharan Africa","Lower middle income","1995",34394,2333966,2069.29557047965
"1398","Mauritius","MUS","Sub-Saharan Africa","Upper middle income","1995",NA,1122457,6606.98608526486
"1399","Malawi","MWI","Sub-Saharan Africa","Low income","1995",1018,9822812,438.747034554599
"1400","Malaysia","MYS","East Asia & Pacific","Upper middle income","1995",5278,20725374,10527.5484397038
"1401","North America","NAC","","","1995",775419,295691746,28234.6608328924
"1402","Namibia","NAM","Sub-Saharan Africa","Upper middle income","1995",1682,1654214,4301.15834802288
"1403","New Caledonia","NCL","East Asia & Pacific","High income: nonOECD","1995",NA,193816,NA
"1404","Niger","NER","Sub-Saharan Africa","Low income","1995",27622,9361912,578.922980713893
"1405","Nigeria","NGA","Sub-Saharan Africa","Lower middle income","1995",8118,108424822,1997.43508359054
"1406","Nicaragua","NIC","Latin America & Caribbean","Lower middle income","1995",577,4612229,2161.18250218494
"1407","Netherlands","NLD","Europe & Central Asia","High income: OECD","1995",79960,15459006,22963.4722161008
"1408","High income: nonOECD","NOC","","","1995",229668,286202907,11267.9434061431
"1409","Norway","NOR","Europe & Central Asia","High income: OECD","1995",47607,4359184,24074.6217718814
"1410","Nepal","NPL","South Asia","Low income","1995",124754,21390905,985.775843826267
"1411","New Zealand","NZL","East Asia & Pacific","High income: OECD","1995",3758,3673400,17889.4714337519
"1412","High income: OECD","OEC","","","1995",3037361,960143730,22098.5426145098
"1413","OECD members","OED","","","1995",3088919,1113092996,20023.3635291849
"1414","Oman","OMN","Middle East & North Africa","High income: nonOECD","1995",NA,2191864,28090.3625071339
"1415","Other small states","OSS","","","1995",52710,14814470,3979.5689880724
"1416","Pakistan","PAK","South Asia","Lower middle income","1995",1202493,122599749,2452.74780054391
"1417","Panama","PAN","Latin America & Caribbean","Upper middle income","1995",867,2738125,6456.66518168654
"1418","Peru","PER","Latin America & Caribbean","Upper middle income","1995",610,24038761,4500.09106431064
"1419","Philippines","PHL","East Asia & Pacific","Lower middle income","1995",783,69835713,2886.99602096668
"1420","Palau","PLW","East Asia & Pacific","Upper middle income","1995",NA,17255,10144.2308193662
"1421","Papua New Guinea","PNG","East Asia & Pacific","Lower middle income","1995",9601,4715929,1559.65819316381
"1422","Poland","POL","Europe & Central Asia","High income: OECD","1995",600,38594998,7437.1724375647
"1423","Puerto Rico","PRI","Latin America & Caribbean","High income: nonOECD","1995",NA,3683103,20873.7612562898
"1424","Korea, Dem. People’s Rep.","PRK","East Asia & Pacific","Low income","1995",NA,21763670,NA
"1425","Portugal","PRT","Europe & Central Asia","High income: OECD","1995",248,10026176,13670.8889727506
"1426","Paraguay","PRY","Latin America & Caribbean","Upper middle income","1995",60,4760853,4840.22563075204
"1427","Pacific island small states","PSS","","","1995",2009,1831802,3329.10193617322
"1428","French Polynesia","PYF","East Asia & Pacific","High income: nonOECD","1995",NA,215200,NA
"1429","Qatar","QAT","Middle East & North Africa","High income: nonOECD","1995",NA,501019,NA
"1430","Romania","ROU","Europe & Central Asia","Upper middle income","1995",194,22684270,5374.06863964394
"1431","Russian Federation","RUS","Europe & Central Asia","High income: nonOECD","1995",NA,148375726,5611.65837798029
"1432","Rwanda","RWA","Sub-Saharan Africa","Low income","1995",7792,5912755,485.722091485378
"1433","South Asia","SAS","","","1995",1625466,1258965823,1558.23471931708
"1434","Saudi Arabia","SAU","Middle East & North Africa","High income: nonOECD","1995",13169,18853670,25755.390329178
"1435","Sudan","SDN","Sub-Saharan Africa","Lower middle income","1995",674071,24691970,1401.90059653746
"1436","Senegal","SEN","Sub-Saharan Africa","Lower middle income","1995",66769,8710746,1298.72105547313
"1437","Singapore","SGP","East Asia & Pacific","High income: nonOECD","1995",112,3524506,32724.7581604323
"1438","Solomon Islands","SLB","East Asia & Pacific","Lower middle income","1995",2000,359236,1665.30982112591
"1439","Sierra Leone","SLE","Sub-Saharan Africa","Low income","1995",4675,3837807,778.565103715928
"1440","El Salvador","SLV","Latin America & Caribbean","Lower middle income","1995",154,5588743,4190.70883034145
"1441","San Marino","SMR","Europe & Central Asia","High income: nonOECD","1995",NA,25875,NA
"1442","Somalia","SOM","Sub-Saharan Africa","Low income","1995",626,6346440,NA
"1443","Serbia","SRB","Europe & Central Asia","Upper middle income","1995",NA,7625357,4920.7356221137
"1444","Sub-Saharan Africa (developing only)","SSA","","","1995",5743448,583369043,1671.98421899637
"1445","South Sudan","SSD","Sub-Saharan Africa","Low income","1995",NA,5452771,NA
"1446","Sub-Saharan Africa (all income levels)","SSF","","","1995",5743448,583892679,1672.53728941779
"1447","Small states","SST","","","1995",63500,22843892,4786.19734642824
"1448","Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income","1995",NA,125694,NA
"1449","Suriname","SUR","Latin America & Caribbean","Upper middle income","1995",NA,445830,7017.05292243339
"1450","Slovak Republic","SVK","Europe & Central Asia","High income: OECD","1995",2339,5361999,8469.61760974657
"1451","Slovenia","SVN","Europe & Central Asia","High income: OECD","1995",22314,1989872,13227.1382239033
"1452","Sweden","SWE","Europe & Central Asia","High income: OECD","1995",199212,8826939,22751.5840005565
"1453","Swaziland","SWZ","Sub-Saharan Africa","Lower middle income","1995",712,963428,4793.86362286179
"1454","Sint Maarten (Dutch part)","SXM","Latin America & Caribbean","High income: nonOECD","1995",NA,NA,NA
"1455","Seychelles","SYC","Sub-Saharan Africa","High income: nonOECD","1995",NA,75304,11007.4011783091
"1456","Syrian Arab Republic","SYR","Middle East & North Africa","Lower middle income","1995",373530,14331962,NA
"1457","Turks and Caicos Islands","TCA","Latin America & Caribbean","High income: nonOECD","1995",NA,15334,NA
"1458","Chad","TCD","Sub-Saharan Africa","Low income","1995",100,7001634,758.833880990564
"1459","Togo","TGO","Sub-Saharan Africa","Low income","1995",10876,4284286,873.465921243405
"1460","Thailand","THA","East Asia & Pacific","Upper middle income","1995",106565,59266089,6866.02078299697
"1461","Tajikistan","TJK","Europe & Central Asia","Lower middle income","1995",620,5784330,922.766803594
"1462","Turkmenistan","TKM","Europe & Central Asia","Upper middle income","1995",23323,4188010,3370.53898623831
"1463","Timor-Leste","TLS","East Asia & Pacific","Lower middle income","1995",NA,856439,NA
"1464","Tonga","TON","East Asia & Pacific","Upper middle income","1995",NA,95889,3113.54499054571
"1465","Trinidad and Tobago","TTO","Latin America & Caribbean","High income: nonOECD","1995",NA,1255001,9224.7720860705
"1466","Tunisia","TUN","Middle East & North Africa","Upper middle income","1995",199,8957500,4555.01136316753
"1467","Turkey","TUR","Europe & Central Asia","Upper middle income","1995",12841,58522320,5411.4866648074
"1468","Tuvalu","TUV","East Asia & Pacific","Upper middle income","1995",NA,9227,1958.09147182703
"1469","Tanzania","TZA","Sub-Saharan Africa","Low income","1995",829671,29903329,999.48050155356
"1470","Uganda","UGA","Sub-Saharan Africa","Low income","1995",229350,20412967,673.822993304314
"1471","Ukraine","UKR","Europe & Central Asia","Lower middle income","1995",5193,51512299,3698.43227265306
"1472","Upper middle income","UMC","","","1995",4945703,1984732370,3792.12279030548
"1473","Uruguay","URY","Latin America & Caribbean","High income: nonOECD","1995",132,3224807,8392.73611195864
"1474","United States","USA","North America","High income: OECD","1995",623294,266278000,28782.1750200918
"1475","Uzbekistan","UZB","Europe & Central Asia","Lower middle income","1995",2627,22785000,1613.6509950434
"1476","St. Vincent and the Grenadines","VCT","Latin America & Caribbean","Upper middle income","1995",NA,108122,4825.86295253597
"1477","Venezuela, RB","VEN","Latin America & Caribbean","High income: nonOECD","1995",1613,22188671,11172.3721600258
"1478","Virgin Islands (U.S.)","VIR","Latin America & Caribbean","High income: nonOECD","1995",NA,107817,NA
"1479","Vietnam","VNM","East Asia & Pacific","Lower middle income","1995",34400,71995500,1488.64604361805
"1480","Vanuatu","VUT","East Asia & Pacific","Lower middle income","1995",NA,168236,1902.52912690939
"1481","West Bank and Gaza","PSE","Middle East & North Africa","Lower middle income","1995",1200972,2474666,2033.07690353264
"1482","World","WLD","","","1995",17418028,5705724216,6408.23426746964
"1483","Samoa","WSM","East Asia & Pacific","Lower middle income","1995",NA,170158,2686.72082284021
"1484","Yemen, Rep.","YEM","Middle East & North Africa","Lower middle income","1995",53453,15266147,2614.01927225979
"1485","South Africa","ZAF","Sub-Saharan Africa","Upper middle income","1995",101408,39120000,7093.94097617259
"1486","Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income","1995",1433760,42183620,525.787259649491
"1487","Zambia","ZMB","Sub-Saharan Africa","Lower middle income","1995",129965,9253527,1467.23676905967
"1488","Zimbabwe","ZWE","Sub-Saharan Africa","Low income","1995",514,11683136,1754.58381435635
"1489","Aruba","ABW","Latin America & Caribbean","High income: nonOECD","1996",NA,83195,NA
"1490","Andorra","AND","Europe & Central Asia","High income: nonOECD","1996",NA,64291,NA
"1491","Afghanistan","AFG","South Asia","Low income","1996",18775,17481800,NA
"1492","Angola","AGO","Sub-Saharan Africa","Upper middle income","1996",9381,13424813,NA
"1493","Albania","ALB","Europe & Central Asia","Upper middle income","1996",4925,3168033,3140.04036732702
"1494","Arab World","ARB","","","1996",4159630,258300051,7644.06914324044
"1495","United Arab Emirates","ARE","Middle East & North Africa","High income: nonOECD","1996",464,2467726,79480.4674789064
"1496","Argentina","ARG","Latin America & Caribbean","High income: nonOECD","1996",10430,35419683,NA
"1497","Armenia","ARM","Europe & Central Asia","Lower middle income","1996",218950,3173425,1731.80741579865
"1498","American Samoa","ASM","East Asia & Pacific","Upper middle income","1996",NA,53926,NA
